edge_id,from_id,from_name,from_label,to_id,to_name,to_label,type,score,note,properties_json
5:adc014b7-d83e-4a65-a38e-67d729d41303:6926543923477217345,cam_r8,EOS R8,CameraModel,reason_full_frame,全画幅画质,Reason,HAS_REASON,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:6926545022988845117,cam_r8,EOS R8,CameraModel,band_mid,中端预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847051,cam_r8,EOS R8,CameraModel,brand_canon,佳能,Brand,PRODUCED_BY,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613707,cam_r8,EOS R8,CameraModel,use_portrait,人像摄影,UseCase,SUITABLE_FOR,90,轻量全画幅适合人像,"{""note"": ""轻量全画幅适合人像"", ""score"": 90}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1155179901490298955,cam_r8,EOS R8,CameraModel,use_video,视频创作,UseCase,SUITABLE_FOR,86,全画幅视频能力均衡,"{""note"": ""全画幅视频能力均衡"", ""score"": 86}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102709,cam_r8_dup,EOS R8,CameraModel,cat_ff,全画幅微单,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241589,cam_r8_dup,EOS R8,CameraModel,reason_full_frame,全画幅画质,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869365,cam_r8_dup,EOS R8,CameraModel,band_mid,中端预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847157,cam_r8_dup,EOS R8,CameraModel,brand_canon,佳能,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613813,cam_r8_dup,EOS R8,CameraModel,use_portrait,人像摄影,UseCase,SUITABLE_FOR,94,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 94}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102611,cam_rp,EOS RP,CameraModel,cat_ff,全画幅微单,CameraCategory,BELONGS_TO_CATEGORY,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152922604118474835,cam_rp,EOS RP,CameraModel,lens_c24105,RF 24-105mm F4-7.1 IS STM,Lens,COMPATIBLE_WITH,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1155174403932160083,cam_rp,EOS RP,CameraModel,lens_c3518,RF 35mm F1.8 MACRO IS STM,Lens,COMPATIBLE_WITH,,市场热销镜头适配,"{""note"": ""市场热销镜头适配""}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:6931047523104587845,cam_rp,EOS RP,CameraModel,reason_low_cost,预算友好,Reason,HAS_REASON,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:6940055821870956605,cam_rp,EOS RP,CameraModel,band_mid,中端预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847059,cam_rp,EOS RP,CameraModel,brand_canon,佳能,Brand,PRODUCED_BY,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613715,cam_rp,EOS RP,CameraModel,use_beginner,入门学习,UseCase,SUITABLE_FOR,78,低价全画幅入门,"{""note"": ""低价全画幅入门"", ""score"": 78}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102804,cam_rs3pro,Ronin 4D,CameraModel,cat_vlog_compact,Vlog便携相机,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241684,cam_rs3pro,Ronin 4D,CameraModel,reason_video,视频规格突出,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869460,cam_rs3pro,Ronin 4D,CameraModel,band_pro,专业预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847252,cam_rs3pro,Ronin 4D,CameraModel,brand_dji,大疆,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613908,cam_rs3pro,Ronin 4D,CameraModel,use_professional,商业专业拍摄,UseCase,SUITABLE_FOR,83,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 83}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102725,cam_s1,Lumix S1,CameraModel,cat_ff,全画幅微单,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241605,cam_s1,Lumix S1,CameraModel,reason_full_frame,全画幅画质,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869381,cam_s1,Lumix S1,CameraModel,band_mid,中端预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847173,cam_s1,Lumix S1,CameraModel,brand_panasonic,松下,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613829,cam_s1,Lumix S1,CameraModel,use_portrait,人像摄影,UseCase,SUITABLE_FOR,96,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 96}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102727,cam_s1h,Lumix S1H,CameraModel,cat_ff,全画幅微单,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:6919781926966395181,cam_s1h,Lumix S1H,CameraModel,lens_p70200,Lumix S Pro 70-200mm F2.8 OIS,Lens,COMPATIBLE_WITH,,市场热销镜头适配,"{""note"": ""市场热销镜头适配""}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241607,cam_s1h,Lumix S1H,CameraModel,reason_video,视频规格突出,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869383,cam_s1h,Lumix S1H,CameraModel,band_pro,专业预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847175,cam_s1h,Lumix S1H,CameraModel,brand_panasonic,松下,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613831,cam_s1h,Lumix S1H,CameraModel,use_video,视频创作,UseCase,SUITABLE_FOR,94,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 94}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102726,cam_s1r,Lumix S1R,CameraModel,cat_ff,全画幅微单,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241606,cam_s1r,Lumix S1R,CameraModel,reason_full_frame,全画幅画质,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869382,cam_s1r,Lumix S1R,CameraModel,band_high,高端预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847174,cam_s1r,Lumix S1R,CameraModel,brand_panasonic,松下,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613830,cam_s1r,Lumix S1R,CameraModel,use_landscape,风光摄影,UseCase,SUITABLE_FOR,95,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 95}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102728,cam_s5,Lumix S5,CameraModel,cat_ff,全画幅微单,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241608,cam_s5,Lumix S5,CameraModel,reason_video,视频规格突出,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869384,cam_s5,Lumix S5,CameraModel,band_mid,中端预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847176,cam_s5,Lumix S5,CameraModel,brand_panasonic,松下,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613832,cam_s5,Lumix S5,CameraModel,use_video,视频创作,UseCase,SUITABLE_FOR,93,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 93}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102659,cam_s5m2,Lumix S5 II,CameraModel,cat_ff,全画幅微单,CameraCategory,BELONGS_TO_CATEGORY,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152922604118474883,cam_s5m2,Lumix S5 II,CameraModel,lens_p2060,Lumix S 20-60mm F3.5-5.6,Lens,COMPATIBLE_WITH,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:6917530127152709932,cam_s5m2,Lumix S5 II,CameraModel,lens_p2470,Lumix S Pro 24-70mm F2.8,Lens,COMPATIBLE_WITH,,市场热销镜头适配,"{""note"": ""市场热销镜头适配""}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:6917530127152709933,cam_s5m2,Lumix S5 II,CameraModel,lens_p70200,Lumix S Pro 70-200mm F2.8 OIS,Lens,COMPATIBLE_WITH,,市场热销镜头适配,"{""note"": ""市场热销镜头适配""}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:6931047523104587841,cam_s5m2,Lumix S5 II,CameraModel,reason_full_frame,全画幅画质,Reason,HAS_REASON,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:6935551122731958338,cam_s5m2,Lumix S5 II,CameraModel,reason_video,视频规格突出,Reason,HAS_REASON,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:6946811221312012349,cam_s5m2,Lumix S5 II,CameraModel,band_mid,中端预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847107,cam_s5m2,Lumix S5 II,CameraModel,brand_panasonic,松下,Brand,PRODUCED_BY,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1155179901490299011,cam_s5m2,Lumix S5 II,CameraModel,use_portrait,人像摄影,UseCase,SUITABLE_FOR,82,全画幅适合人像创作,"{""note"": ""全画幅适合人像创作"", ""score"": 82}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613763,cam_s5m2,Lumix S5 II,CameraModel,use_video,视频创作,UseCase,SUITABLE_FOR,90,全画幅视频能力均衡,"{""note"": ""全画幅视频能力均衡"", ""score"": 90}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102729,cam_s5m2x,Lumix S5 IIX,CameraModel,cat_ff,全画幅微单,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241609,cam_s5m2x,Lumix S5 IIX,CameraModel,reason_video,视频规格突出,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869385,cam_s5m2x,Lumix S5 IIX,CameraModel,band_high,高端预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847177,cam_s5m2x,Lumix S5 IIX,CameraModel,brand_panasonic,松下,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613833,cam_s5m2x,Lumix S5 IIX,CameraModel,use_video,视频创作,UseCase,SUITABLE_FOR,92,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 92}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102658,cam_s9,Lumix S9,CameraModel,cat_ff,全画幅微单,CameraCategory,BELONGS_TO_CATEGORY,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152922604118474882,cam_s9,Lumix S9,CameraModel,lens_p2060,Lumix S 20-60mm F3.5-5.6,Lens,COMPATIBLE_WITH,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:6919781926966395180,cam_s9,Lumix S9,CameraModel,lens_p2470,Lumix S Pro 24-70mm F2.8,Lens,COMPATIBLE_WITH,,市场热销镜头适配,"{""note"": ""市场热销镜头适配""}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:6931047523104587840,cam_s9,Lumix S9,CameraModel,reason_light,轻便机身,Reason,HAS_REASON,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:6933299322918273090,cam_s9,Lumix S9,CameraModel,reason_video,视频规格突出,Reason,HAS_REASON,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:6944559421498327101,cam_s9,Lumix S9,CameraModel,band_mid,中端预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847106,cam_s9,Lumix S9,CameraModel,brand_panasonic,松下,Brand,PRODUCED_BY,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1157431701303984258,cam_s9,Lumix S9,CameraModel,use_live,直播带货,UseCase,SUITABLE_FOR,90,轻便全画幅视频机,"{""note"": ""轻便全画幅视频机"", ""score"": 90}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1155179901490299010,cam_s9,Lumix S9,CameraModel,use_travel,旅行随拍,UseCase,SUITABLE_FOR,90,轻便适合旅行随拍,"{""note"": ""轻便适合旅行随拍"", ""score"": 90}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613762,cam_s9,Lumix S9,CameraModel,use_video,视频创作,UseCase,SUITABLE_FOR,92,全画幅轻便视频机,"{""note"": ""全画幅轻便视频机"", ""score"": 92}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102740,cam_sl2,SL2,CameraModel,cat_ff,全画幅微单,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241620,cam_sl2,SL2,CameraModel,reason_full_frame,全画幅画质,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869396,cam_sl2,SL2,CameraModel,band_pro,专业预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847188,cam_sl2,SL2,CameraModel,brand_leica,徕卡,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613844,cam_sl2,SL2,CameraModel,use_studio,商业棚拍,UseCase,SUITABLE_FOR,92,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 92}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102741,cam_sl2s,SL2-S,CameraModel,cat_ff,全画幅微单,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241621,cam_sl2s,SL2-S,CameraModel,reason_video,视频规格突出,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869397,cam_sl2s,SL2-S,CameraModel,band_pro,专业预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847189,cam_sl2s,SL2-S,CameraModel,brand_leica,徕卡,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613845,cam_sl2s,SL2-S,CameraModel,use_video,视频创作,UseCase,SUITABLE_FOR,91,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 91}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102742,cam_sl3,SL3,CameraModel,cat_ff,全画幅微单,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241622,cam_sl3,SL3,CameraModel,reason_full_frame,全画幅画质,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869398,cam_sl3,SL3,CameraModel,band_pro,专业预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847190,cam_sl3,SL3,CameraModel,brand_leica,徕卡,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613846,cam_sl3,SL3,CameraModel,use_landscape,风光摄影,UseCase,SUITABLE_FOR,90,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 90}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102747,cam_sofort2,Sofort 2,CameraModel,cat_compact,便携固定镜头相机,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241627,cam_sofort2,Sofort 2,CameraModel,reason_light,轻便机身,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869403,cam_sofort2,Sofort 2,CameraModel,band_entry,入门预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847195,cam_sofort2,Sofort 2,CameraModel,brand_leica,徕卡,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613851,cam_sofort2,Sofort 2,CameraModel,use_beginner,入门学习,UseCase,SUITABLE_FOR,85,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 85}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102786,cam_stellar,Stellar,CameraModel,cat_compact,便携固定镜头相机,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241666,cam_stellar,Stellar,CameraModel,reason_light,轻便机身,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869442,cam_stellar,Stellar,CameraModel,band_high,高端预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847234,cam_stellar,Stellar,CameraModel,brand_hasselblad,哈苏,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613890,cam_stellar,Stellar,CameraModel,use_travel,旅行随拍,UseCase,SUITABLE_FOR,87,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 87}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102756,cam_tg6,TG-6,CameraModel,cat_compact,便携固定镜头相机,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241636,cam_tg6,TG-6,CameraModel,reason_light,轻便机身,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869412,cam_tg6,TG-6,CameraModel,band_entry,入门预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847204,cam_tg6,TG-6,CameraModel,brand_om,OM System,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613860,cam_tg6,TG-6,CameraModel,use_travel,旅行随拍,UseCase,SUITABLE_FOR,89,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 89}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102755,cam_tg7,TG-7,CameraModel,cat_compact,便携固定镜头相机,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241635,cam_tg7,TG-7,CameraModel,reason_light,轻便机身,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869411,cam_tg7,TG-7,CameraModel,band_entry,入门预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847203,cam_tg7,TG-7,CameraModel,brand_om,OM System,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613859,cam_tg7,TG-7,CameraModel,use_travel,旅行随拍,UseCase,SUITABLE_FOR,90,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 90}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102776,cam_theta_sc2,Theta SC2,CameraModel,cat_vlog_compact,Vlog便携相机,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241656,cam_theta_sc2,Theta SC2,CameraModel,reason_low_cost,预算友好,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869432,cam_theta_sc2,Theta SC2,CameraModel,band_entry,入门预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847224,cam_theta_sc2,Theta SC2,CameraModel,brand_ricoh,理光,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613880,cam_theta_sc2,Theta SC2,CameraModel,use_video,视频创作,UseCase,SUITABLE_FOR,84,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 84}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102775,cam_theta_x,Theta X,CameraModel,cat_vlog_compact,Vlog便携相机,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241655,cam_theta_x,Theta X,CameraModel,reason_light,轻便机身,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869431,cam_theta_x,Theta X,CameraModel,band_entry,入门预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847223,cam_theta_x,Theta X,CameraModel,brand_ricoh,理光,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613879,cam_theta_x,Theta X,CameraModel,use_video,视频创作,UseCase,SUITABLE_FOR,85,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 85}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102774,cam_theta_z1,Theta Z1,CameraModel,cat_vlog_compact,Vlog便携相机,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241654,cam_theta_z1,Theta Z1,CameraModel,reason_light,轻便机身,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869430,cam_theta_z1,Theta Z1,CameraModel,band_mid,中端预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847222,cam_theta_z1,Theta Z1,CameraModel,brand_ricoh,理光,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613878,cam_theta_z1,Theta Z1,CameraModel,use_video,视频创作,UseCase,SUITABLE_FOR,86,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 86}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102744,cam_tl2,TL2,CameraModel,cat_apsc,APS-C画幅微单,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241624,cam_tl2,TL2,CameraModel,reason_light,轻便机身,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869400,cam_tl2,TL2,CameraModel,band_mid,中端预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847192,cam_tl2,TL2,CameraModel,brand_leica,徕卡,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613848,cam_tl2,TL2,CameraModel,use_street,街拍扫街,UseCase,SUITABLE_FOR,88,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 88}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102746,cam_vlux5,V-LUX 5,CameraModel,cat_compact,便携固定镜头相机,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241626,cam_vlux5,V-LUX 5,CameraModel,reason_lens_ecosystem,镜头生态完善,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869402,cam_vlux5,V-LUX 5,CameraModel,band_mid,中端预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847194,cam_vlux5,V-LUX 5,CameraModel,brand_leica,徕卡,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613850,cam_vlux5,V-LUX 5,CameraModel,use_travel,旅行随拍,UseCase,SUITABLE_FOR,86,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 86}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102773,cam_wg6,WG-6,CameraModel,cat_compact,便携固定镜头相机,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241653,cam_wg6,WG-6,CameraModel,reason_light,轻便机身,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869429,cam_wg6,WG-6,CameraModel,band_entry,入门预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847221,cam_wg6,WG-6,CameraModel,brand_ricoh,理光,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613877,cam_wg6,WG-6,CameraModel,use_travel,旅行随拍,UseCase,SUITABLE_FOR,87,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 87}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102772,cam_wg7,WG-7,CameraModel,cat_compact,便携固定镜头相机,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241652,cam_wg7,WG-7,CameraModel,reason_light,轻便机身,Reason,HAS_REASON,,,"{""note"": """"}"
